review,rating,date,bank,source,sentiment_label,sentiment_score
The upgread is perfect and loved the new system could be accessed from any branch if u face problem in the application. The other thing if possible to add would be to expand the number of transaction be looked for all transaction back to a month period at list this will help review most transactions if there needs any review. The only problem I saw is that once a phone number is attached to another bank account # you need to provide another phone number to get the service. The rest is excellent,4,2020-07-31,Commercial Bank of Ethiopia,Google Play,positive,0.6919072727272727
1.we can't get mobile Token on CBE App or any other online. This is need to improve 2.internet banking is always say authenticate error after some weeks this is need to improve.,4,2025-03-16,Commercial Bank of Ethiopia,Google Play,positive,0.23602
"I'm blind. I have been using this service since 2008 EC. More or less both versions are accessible to our screen reader, talkback. However, after updating the app, its account tab couldn't display second account which is connected via CBE account. Secondly after transfering money, it shows save and share options but doesn't work.",3,2022-05-23,Commercial Bank of Ethiopia,Google Play,positive,0.1425288888888889
It is good for many aspect. If I can get transactions report with time duration(periodically),3,2025-03-07,Commercial Bank of Ethiopia,Google Play,positive,0.50424
it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,4,2025-03-19,Commercial Bank of Ethiopia,Google Play,positive,0.484
The app keeps on crushing & I can't log in or access my account. Went to the bank for trouble shooting. The customer service was very poor and I told to reinstall the app and enter new activation key. I did and after starting to work for few hours again the prob is there and the app is still crushing and not working. Such poor service is unexpected from a big statd owned bank. You should fix the problem ASAP.,1,2019-03-06,Commercial Bank of Ethiopia,Google Play,negative,-0.5384745454545455
"Poor application. Let me list down if you could update the main features. It say error while the money has already sent. We can't get the transaction record (it has limited date) or somtimes the listed record transactions and the details are not the same while we enter to see further details. So if you can, try to see telebirr application and how much simple it is then try to update frequently.",1,2024-07-02,Commercial Bank of Ethiopia,Google Play,negative,-0.48103587301587303
"Nice ui, but it fails to update info constantly after the recent update. The transition is not smooth, with 120hz refresh rate its not smooth seems like very old. Need to add more security, whenever someone exits the app and returns from recent tab it just opens, it should have asked to insert pin everytime someone returns back. Fix these things",2,2022-09-04,Commercial Bank of Ethiopia,Google Play,negative,-0.12624
"It crashes a lot; it doesn't work at all sometimes. By far, it is the worst mobile banking app I have ever used.",1,2025-02-15,Commercial Bank of Ethiopia,Google Play,negative,-0.55494
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,Commercial Bank of Ethiopia,Google Play,positive,0.35672
"The Most worrying thing of this Application is, while you confirm Transfer and hit ok, it prompted ""Connection error"" but actually if you see your balance the transfer was already done. This is serious bugg which you need to update and make security amendment's. I personally send twice one day , if the reciepent wasn't kind enough, imagine what will happen. Serious problem which needs Attention.",3,2022-02-12,Commercial Bank of Ethiopia,Google Play,negative,-0.4498933333333333
"The worst update seen in the bank industry for mobile banking. If you're unable to make it smooth and reliable at the same time , return it to previous version. It shows that you don't have the best expertise like other banks in the country.",1,2025-01-04,Commercial Bank of Ethiopia,Google Play,negative,-0.4517409523809524
its good but add more features such like. bank statement showing,5,2025-04-24,Commercial Bank of Ethiopia,Google Play,positive,0.56824
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,Commercial Bank of Ethiopia,Google Play,positive,0.40296
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Commercial Bank of Ethiopia,Google Play,positive,0.43415999999999993
"It's very extraordinary app, the user interface is soo awesome, most importantly it's very user friendly. In terms of speed and services its unbelievably fast and flexible. I really appreciate the crews who've been working behind the scene to make this wonderful job alive. Well done !",5,2022-10-31,Commercial Bank of Ethiopia,Google Play,positive,0.7297933333333333
"I have bad experience since I started using this app. I get ""none available "" error message while there is good internet connection. And I went to my branch two times to activate the app. There should be some way to activate without physically going to the branch. Anyway, it should be improved much from what it is now!!!",1,2021-05-02,Commercial Bank of Ethiopia,Google Play,positive,0.47377
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,negative,-0.25685333333333327
